RoomPrice($),LocalEvents/Attractions,LengthofStay(nights),RoomAvailability,RoomType,Competitor1_Price,Competitor2_Price,Competitor3_Price,Competitor4_Price,,Booking Time
88,0,3,19,Standard,120,125,115,130,,10-04-2024 08:00
122,Marathon,4,4,Pro,125,130,120,140,,18-04-2024 10:00
112,0,3,14,Standard,110,115,105,120,,02-04-2024 08:00
108,0,3,13,Standard,120,125,115,130,,02-04-2024 08:00
141,Concert,3,9,Pro,130,135,125,145,,23-04-2024 12:30
154,0,3,19,Standard,125,130,120,140,,28-04-2024 12:00
167,Concert,2,3,Pro,130,135,125,145,,16-04-2024 08:00
138,Conference,3,8,Pro,125,130,120,140,,11-04-2024 12:00
84,0,3,13,Standard,110,115,105,120,,01-04-2024 15:00
97,Marathon,2,2,Pro,125,130,120,140,,07-04-2024 11:00
146,0,2,5,Pro,115,120,110,130,,22-04-2024 10:00
137,0,4,3,Pro,115,120,110,130,,10-04-2024 12:00
146,0,3,16,Standard,130,135,120,125,,24-04-2024 08:00
127,Concert,4,5,Pro,130,135,125,145,,11-04-2024 10:00
156,Marathon,2,2,Pro,125,130,120,140,,19-04-2024 09:00
166,0,1,13,Standard,130,135,125,145,,15-04-2024 11:30
80,0,3,17,Standard,115,120,110,130,,20-04-2024 10:00
118,0,4,6,Standard,120,125,115,130,,20-04-2024 12:00
99,Marathon,3,14,Standard,125,130,120,140,,22-04-2024 10:00
122,0,3,12,Standard,125,130,120,140,,29-04-2024 08:00
98,0,2,17,Standard,110,115,105,120,,30-04-2024 12:00
169,Concert,2,4,Pro,120,125,115,130,,02-04-2024 10:30
94,0,2,18,Standard,115,120,110,130,,15-04-2024 09:00
135,Concert,3,10,Standard,125,130,120,140,,10-04-2024 10:00
98,0,3,18,Standard,120,125,115,130,,20-04-2024 10:00
145,0,4,3,Pro,115,120,110,130,,21-04-2024 09:00
83,0,3,11,Standard,125,130,120,140,,20-04-2024 08:00
109,0,3,14,Standard,110,115,105,120,,06-04-2024 12:00
160,Concert,3,2,Pro,130,135,125,145,,11-04-2024 12:00
116,0,3,14,Standard,130,135,120,125,,20-04-2024 10:00
116,0,2,2,Pro,130,135,125,145,,14-04-2024 12:00
101,0,3,14,Standard,115,120,110,130,,22-04-2024 10:00
152,Marathon,4,2,Pro,125,130,120,140,,11-04-2024 12:00
144,0,4,5,Pro,120,125,115,130,,03-04-2024 11:30
103,0,3,14,Standard,115,120,110,130,,20-04-2024 10:00
158,0,2,3,Pro,130,135,125,145,,03-04-2024 09:00
154,Concert,4,2,Standard,125,130,120,140,,29-04-2024 12:00
102,0,3,15,Standard,110,115,105,120,,05-04-2024 10:00
87,0,3,19,Standard,115,120,110,130,,12-04-2024 08:00
104,0,3,15,Standard,115,120,110,130,,10-04-2024 08:00
153,Concert,3,4,Pro,120,125,115,130,,12-04-2024 10:00
92,0,3,13,Standard,115,120,110,130,,05-04-2024 12:00
108,Marathon,2,2,Pro,125,130,120,140,,19-04-2024 11:00
162,Marathon,4,2,Pro,130,135,125,145,,29-04-2024 12:00
155,0,1,11,Pro,130,135,125,145,,27-04-2024 11:30
80,0,3,6,Standard,115,120,110,130,,12-04-2024 12:00
83,0,1,15,Standard,115,120,110,130,,22-04-2024 10:00
97,0,4,2,Pro,110,115,105,120,,13-04-2024 09:00
148,0,1,12,Standard,115,120,110,130,,08-04-2024 10:00
119,0,3,17,Standard,130,135,125,145,,23-04-2024 09:00
109,0,4,18,Standard,110,115,105,120,,02-04-2024 10:30
122,Concert,4,4,Pro,125,130,120,140,,26-04-2024 12:00
180,Concert,3,2,Pro,130,135,125,145,,15-04-2024 13:00
81,0,2,14,Standard,125,130,120,140,,04-04-2024 09:30
165,Food festival,3,3,Pro,115,120,110,130,,22-04-2024 12:00
110,0,3,14,Standard,110,115,105,120,,14-04-2024 10:00
131,0,2,6,Pro,120,125,115,130,,02-04-2024 10:30
140,0,4,12,Pro,125,130,120,140,,16-04-2024 10:00
179,0,3,13,Pro,130,135,125,145,,07-04-2024 09:00
132,Marathon,2,3,Pro,130,135,125,145,,01-04-2024 12:00
97,0,3,15,Standard,120,125,115,130,,28-04-2024 08:00
102,0,1,18,Standard,110,115,105,120,,10-04-2024 12:00
164,Concert,3,2,Pro,125,130,120,140,,26-04-2024 12:00
123,0,3,15,Standard,120,125,115,130,,03-04-2024 09:00
165,Marathon,3,4,Pro,125,130,120,140,,23-04-2024 12:30
108,0,3,15,Standard,115,120,110,130,,09-04-2024 13:00
130,Conference,1,16,Standard,120,125,115,130,,04-04-2024 09:30
139,0,3,2,Pro,125,130,120,140,,30-04-2024 08:00
115,0,3,17,Standard,115,120,110,130,,28-04-2024 08:00
92,0,3,16,Standard,120,125,115,130,,04-04-2024 08:00
103,0,3,17,Pro,130,135,125,145,,06-04-2024 10:00
80,0,3,15,Standard,115,120,110,130,,05-04-2024 08:00
117,0,3,14,Standard,115,120,110,130,,19-04-2024 11:00
147,Conference,3,2,Pro,130,135,125,145,,18-04-2024 12:00
165,0,2,13,Standard,120,125,115,130,,02-04-2024 12:45
120,0,1,10,Pro,120,125,115,130,,30-04-2024 08:00
153,0,4,17,Standard,115,120,110,130,,11-04-2024 12:00
176,Marathon,3,2,Pro,125,130,120,140,,11-04-2024 12:00
102,0,2,15,Standard,115,120,110,130,,09-04-2024 09:00
128,Marathon,2,7,Pro,125,130,120,140,,04-04-2024 11:00
94,0,1,15,Pro,110,115,105,120,,29-04-2024 10:00
109,0,3,14,Pro,125,130,120,140,,14-04-2024 08:00
159,Marathon,4,2,Pro,125,130,120,140,,09-04-2024 11:30
155,0,3,15,Standard,120,125,115,130,,01-04-2024 09:00
107,0,3,14,Standard,110,115,105,120,,25-04-2024 11:00
85,0,2,16,Standard,115,120,110,130,,12-04-2024 12:00
155,0,4,15,Pro,125,130,120,140,,29-04-2024 12:00
86,0,3,19,Standard,120,125,115,130,,05-04-2024 12:00
114,0,3,16,Standard,130,135,125,145,,13-04-2024 11:00
173,0,2,14,Pro,130,135,125,145,,02-04-2024 08:00
102,0,4,16,Standard,120,125,115,130,,06-04-2024 08:00
152,Marathon,3,4,Pro,130,135,125,145,,26-04-2024 12:00
140,Business convention,2,9,Pro,120,125,115,135,,12-04-2024 08:00
151,0,3,2,Pro,130,135,125,145,,04-04-2024 08:00
146,Concert,4,3,Pro,130,135,125,145,,18-04-2024 10:00
127,0,3,15,Standard,120,125,115,130,,14-04-2024 10:00
147,Concert,2,3,Pro,120,125,115,130,,17-04-2024 12:00
99,0,1,14,Standard,115,120,110,130,,04-04-2024 11:00
101,0,3,11,Standard,115,120,110,130,,22-04-2024 12:00
134,Concert,1,14,Pro,130,135,120,125,,21-04-2024 13:00
151,0,3,7,Pro,130,135,120,125,,11-04-2024 10:00
137,0,4,16,Standard,115,120,110,130,,06-04-2024 08:00
160,Conference,2,3,Pro,130,135,125,145,,12-04-2024 08:00
158,Conference,4,10,Pro,120,125,115,135,,30-04-2024 12:00
156,0,2,6,Standard,120,125,115,130,,11-04-2024 12:00
166,Concert,3,4,Pro,120,125,115,135,,17-04-2024 12:00
148,0,3,12,Standard,115,120,110,130,,23-04-2024 11:00
165,0,3,14,Standard,120,125,115,130,,27-04-2024 11:30
101,0,4,16,Standard,115,120,110,130,,20-04-2024 12:00
103,0,4,7,Standard,110,115,105,120,,10-04-2024 08:00
109,0,3,16,Standard,130,135,125,145,,03-04-2024 11:30
158,Marathon,3,2,Pro,125,130,120,140,,26-04-2024 12:00
104,Conference,3,3,Pro,125,130,120,140,,10-04-2024 10:00
148,0,3,7,Pro,130,135,125,145,,07-04-2024 11:00
160,0,4,4,Pro,115,120,110,130,,30-04-2024 08:00
156,Concert,3,4,Pro,130,135,125,145,,14-04-2024 12:00
130,0,3,16,Standard,130,135,125,145,,19-04-2024 11:00
148,0,3,12,Standard,130,135,125,145,,13-04-2024 09:00
170,Conference,4,2,Pro,125,130,120,140,,29-04-2024 10:00
147,0,3,14,Pro,125,130,120,140,,26-04-2024 10:00
80,0,1,17,Standard,115,120,110,130,,14-04-2024 12:00
148,0,2,11,Standard,120,125,115,130,,01-04-2024 15:00
99,0,3,14,Standard,130,135,120,125,,14-04-2024 08:00
86,0,1,18,Standard,115,120,110,130,,25-04-2024 11:00
144,Conference,3,2,Standard,125,130,120,140,,29-04-2024 12:00
180,Food festival,4,3,Pro,120,125,115,130,,11-04-2024 12:00
149,0,4,2,Pro,125,130,120,140,,20-04-2024 10:00
101,0,3,12,Standard,110,115,105,120,,14-04-2024 08:00
143,0,3,11,Standard,130,135,120,125,,26-04-2024 12:00
154,Marathon,2,6,Pro,125,130,120,140,,14-04-2024 12:00
91,0,3,11,Standard,110,115,105,120,,30-04-2024 08:00
132,Marathon,2,4,Pro,125,130,120,140,,24-04-2024 12:00
167,Marathon,3,2,Pro,125,130,120,140,,26-04-2024 10:00
153,Concert,4,3,Pro,130,135,125,145,,20-04-2024 12:00
173,Food festival,2,8,Standard,120,125,115,130,,11-04-2024 08:00
167,Marathon,3,3,Pro,125,130,120,140,,12-04-2024 10:00
152,0,3,2,Pro,130,135,125,145,,02-04-2024 08:00
137,0,3,14,Standard,130,135,125,145,,28-04-2024 08:00
111,Conference,1,13,Pro,125,130,120,140,,17-04-2024 10:00
95,0,2,14,Standard,120,125,115,130,,20-04-2024 10:00
155,Marathon,4,4,Pro,125,130,120,140,,09-04-2024 09:00
166,Marathon,4,4,Pro,125,130,120,140,,11-04-2024 12:00
161,0,4,4,Standard,115,120,110,130,,12-04-2024 10:00
154,Concert,3,6,Pro,130,135,125,145,,21-04-2024 09:00
80,0,1,15,Standard,110,115,105,120,,16-04-2024 12:00
92,0,3,19,Standard,115,120,110,130,,09-04-2024 09:00
156,0,3,2,Pro,115,120,110,130,,28-04-2024 08:00
155,Concert,3,2,Pro,125,130,120,140,,11-04-2024 10:00
156,0,3,12,Standard,120,125,115,130,,02-04-2024 12:45
171,Concert,2,6,Pro,125,130,120,140,,02-04-2024 10:30
80,0,3,12,Pro,110,115,105,120,,24-04-2024 10:00
130,Marathon,2,2,Pro,125,130,120,140,,18-04-2024 12:00
122,Business convention,4,4,Pro,130,135,125,145,,07-04-2024 09:00
102,0,1,15,Standard,120,125,115,130,,09-04-2024 09:00
143,0,2,2,Standard,130,135,125,145,,03-04-2024 14:00
180,Concert,3,2,Pro,130,135,125,145,,22-04-2024 10:00
105,0,1,16,Standard,110,115,105,120,,15-04-2024 09:00
166,0,3,2,Pro,130,135,125,145,,27-04-2024 09:00
119,0,4,15,Standard,125,130,120,140,,20-04-2024 12:00
141,0,3,5,Pro,125,130,120,140,,29-04-2024 12:00
167,0,3,4,Pro,120,125,115,130,,30-04-2024 08:00
112,0,3,15,Standard,120,125,115,130,,24-04-2024 12:00
157,Concert,2,5,Pro,125,130,120,140,,06-04-2024 10:00
148,Concert,3,2,Pro,125,130,120,140,,03-04-2024 09:00
110,Concert,2,10,Standard,110,115,105,120,,02-04-2024 10:30
158,Marathon,3,3,Pro,130,135,125,145,,16-04-2024 12:00
106,0,3,12,Standard,115,120,110,130,,06-04-2024 12:00
131,0,3,18,Standard,130,135,125,145,,07-04-2024 11:00
151,0,3,10,Standard,115,120,110,130,,18-04-2024 12:00
105,0,3,14,Pro,115,120,110,130,,15-04-2024 09:00
127,Business convention,4,8,Pro,125,130,120,140,,18-04-2024 08:00
90,0,1,15,Standard,130,135,125,145,,04-04-2024 08:00
178,Concert,3,15,Pro,125,130,120,140,,09-04-2024 13:00
127,0,4,16,Standard,110,115,105,120,,02-04-2024 12:45
152,0,4,2,Pro,120,125,115,130,,04-04-2024 08:00
112,0,3,12,Standard,130,135,125,145,,01-04-2024 09:00
104,0,3,15,Standard,115,120,110,130,,09-04-2024 13:00
130,Marathon,2,5,Pro,125,130,120,140,,09-04-2024 09:00
80,0,3,16,Standard,115,120,110,130,,14-04-2024 10:00
121,0,1,15,Standard,115,120,110,130,,15-04-2024 13:00
107,0,3,13,Standard,110,115,105,120,,04-04-2024 09:30
173,Conference,3,2,Pro,125,130,120,140,,19-04-2024 09:00
107,0,3,11,Standard,125,130,120,140,,21-04-2024 13:00
174,Concert,3,4,Pro,125,130,120,140,,01-04-2024 12:00
87,0,3,12,Standard,120,125,115,135,,27-04-2024 09:00
111,0,3,14,Pro,125,130,120,140,,10-04-2024 12:00
107,0,3,18,Standard,120,125,115,130,,02-04-2024 08:00
90,0,1,12,Standard,115,120,110,130,,19-04-2024 09:00
149,Food festival,3,7,Pro,130,135,120,125,,18-04-2024 12:00
180,0,3,14,Pro,125,130,120,140,,09-04-2024 13:00
124,0,3,7,Pro,120,125,115,130,,14-04-2024 12:00
80,0,3,13,Standard,120,125,115,130,,05-04-2024 12:00
160,0,2,2,Pro,110,115,105,120,,16-04-2024 10:00
147,0,1,7,Pro,130,135,125,145,,01-04-2024 12:00
116,0,3,10,Standard,120,125,115,130,,02-04-2024 10:30
128,0,3,9,Standard,110,115,105,120,,26-04-2024 10:00
113,0,3,12,Standard,120,125,115,130,,21-04-2024 09:00
148,Concert,3,3,Pro,125,130,120,140,,11-04-2024 12:00
132,0,4,2,Pro,130,135,125,145,,18-04-2024 08:00
112,0,3,14,Standard,120,125,115,130,,18-04-2024 08:00
102,0,3,20,Standard,120,125,115,130,,16-04-2024 12:00
132,0,3,6,Standard,125,130,120,140,,05-04-2024 08:00
161,Marathon,2,2,Pro,130,135,125,145,,15-04-2024 13:00
154,Concert,3,4,Pro,125,130,120,140,,15-04-2024 13:00
126,0,1,12,Standard,110,115,105,120,,01-04-2024 12:00
163,0,3,3,Pro,125,130,120,140,,10-04-2024 12:00
120,Conference,2,6,Pro,130,135,125,145,,25-04-2024 11:00
172,Concert,3,4,Pro,130,135,120,125,,22-04-2024 12:00
95,0,3,12,Standard,115,120,110,130,,11-04-2024 12:00
110,0,1,14,Standard,115,120,110,130,,01-04-2024 09:00
162,0,2,2,Pro,130,135,125,145,,14-04-2024 12:00
93,0,4,18,Standard,110,115,105,120,,15-04-2024 13:00
97,0,1,14,Standard,115,120,110,130,,22-04-2024 08:00
142,Food festival,3,5,Pro,130,135,125,145,,27-04-2024 13:00
133,Concert,3,10,Pro,125,130,120,140,,28-04-2024 10:00
152,0,2,2,Pro,130,135,125,145,,19-04-2024 11:00
102,0,4,2,Pro,130,135,125,145,,26-04-2024 10:00
80,0,1,14,Standard,115,120,110,130,,12-04-2024 12:00
97,0,1,16,Standard,115,120,110,130,,17-04-2024 08:00
156,0,4,2,Pro,125,130,120,140,,14-04-2024 12:00
107,0,3,14,Standard,110,115,105,120,,09-04-2024 09:00
92,0,1,14,Standard,115,120,110,130,,07-04-2024 11:00
109,Concert,4,13,Pro,120,125,115,135,,25-04-2024 11:00
152,Marathon,4,3,Pro,125,130,120,140,,29-04-2024 12:00
90,0,3,13,Standard,115,120,110,130,,05-04-2024 10:00
107,0,2,15,Standard,115,120,110,130,,17-04-2024 10:00
142,Conference,2,2,Pro,120,125,115,130,,11-04-2024 10:00
139,Marathon,3,3,Pro,125,130,120,140,,14-04-2024 08:00
120,0,3,13,Standard,120,125,115,130,,20-04-2024 10:00
148,0,4,14,Standard,125,130,120,140,,26-04-2024 08:00
104,0,3,17,Standard,115,120,110,130,,29-04-2024 10:00
160,Conference,1,2,Pro,125,130,120,140,,04-04-2024 11:00
93,0,3,15,Standard,115,120,110,130,,18-04-2024 08:00
105,0,3,19,Standard,115,120,110,130,,10-04-2024 08:00
80,0,1,12,Standard,115,120,110,130,,20-04-2024 10:00
123,0,3,6,Pro,130,135,125,145,,26-04-2024 08:00
80,0,1,16,Standard,115,120,110,130,,01-04-2024 09:00
87,0,1,13,Pro,130,135,125,145,,11-04-2024 10:00
143,Conference,3,6,Pro,125,130,120,140,,19-04-2024 09:00
99,0,3,17,Standard,110,115,105,120,,24-04-2024 08:00
150,Concert,3,2,Pro,125,130,120,140,,19-04-2024 09:00
164,0,3,2,Pro,125,130,120,140,,09-04-2024 13:00
180,Conference,4,4,Pro,125,130,120,140,,16-04-2024 12:00
88,0,3,14,Standard,115,120,110,130,,23-04-2024 09:00
107,0,4,13,Standard,110,115,105,120,,21-04-2024 09:00
165,Marathon,1,6,Standard,125,130,120,140,,24-04-2024 12:00
119,0,3,18,Standard,120,125,115,130,,30-04-2024 12:00
165,0,2,15,Standard,130,135,125,145,,01-04-2024 15:00
109,0,1,13,Standard,110,115,105,120,,23-04-2024 11:00
155,0,4,4,Pro,120,125,115,130,,21-04-2024 13:00
107,0,3,11,Standard,110,115,105,120,,19-04-2024 09:00
119,0,3,16,Standard,110,115,105,120,,05-04-2024 10:00
80,0,3,16,Standard,115,120,110,130,,17-04-2024 08:00
159,0,1,15,Standard,120,125,115,130,,04-04-2024 08:00
138,0,4,3,Pro,125,130,120,140,,02-04-2024 12:45
130,Marathon,4,3,Pro,120,125,115,130,,16-04-2024 12:00
83,Concert,2,8,Pro,125,130,120,140,,27-04-2024 09:00
143,Conference,4,2,Pro,125,130,120,140,,15-04-2024 11:30
92,0,4,16,Standard,125,130,120,140,,21-04-2024 13:00
166,0,4,9,Pro,130,135,125,145,,07-04-2024 09:00
151,Marathon,4,2,Pro,130,135,125,145,,26-04-2024 08:00
102,0,1,16,Standard,110,115,105,120,,30-04-2024 08:00
123,0,3,16,Standard,115,120,110,130,,05-04-2024 12:00
152,Marathon,2,2,Pro,125,130,120,140,,06-04-2024 12:00
162,Business convention,3,5,Pro,110,115,105,120,,01-04-2024 12:00
132,Marathon,2,2,Pro,125,130,120,140,,13-04-2024 09:00
137,Marathon,4,2,Pro,125,130,120,140,,14-04-2024 08:00
123,0,1,14,Standard,120,125,115,130,,12-04-2024 12:00
140,Marathon,3,8,Standard,120,125,115,135,,20-04-2024 10:00
111,Concert,4,2,Pro,125,130,120,140,,05-04-2024 12:00
90,0,3,13,Standard,115,120,110,130,,10-04-2024 12:00
80,0,4,15,Standard,110,115,105,120,,23-04-2024 09:00
131,Marathon,3,4,Pro,120,125,115,130,,28-04-2024 10:00
108,0,3,5,Pro,130,135,120,125,,04-04-2024 11:00
154,Conference,3,4,Pro,125,130,120,140,,26-04-2024 10:00
109,0,1,14,Standard,115,120,110,130,,28-04-2024 08:00
167,0,1,13,Standard,120,125,115,130,,16-04-2024 10:00
80,0,3,20,Standard,115,120,110,130,,17-04-2024 08:00
144,0,3,3,Pro,130,135,125,145,,21-04-2024 09:00
111,0,3,17,Standard,120,125,115,130,,26-04-2024 12:00
99,0,4,16,Standard,120,125,115,130,,07-04-2024 11:00
149,0,2,4,Pro,110,115,105,120,,20-04-2024 12:00
110,0,3,20,Standard,110,115,105,120,,29-04-2024 08:00
152,Marathon,3,2,Pro,125,130,120,140,,26-04-2024 12:00
133,0,3,16,Pro,115,120,110,130,,13-04-2024 09:00
151,Concert,4,2,Pro,130,135,125,145,,02-04-2024 12:45
80,0,3,17,Standard,115,120,110,130,,22-04-2024 12:00
174,Food festival,1,5,Pro,125,130,120,140,,08-04-2024 10:00
91,0,2,16,Standard,115,120,110,130,,01-04-2024 09:00
88,0,3,15,Standard,115,120,110,130,,28-04-2024 12:00
138,Business convention,3,6,Pro,125,130,120,140,,26-04-2024 12:00
153,Marathon,3,4,Pro,130,135,125,145,,26-04-2024 10:00
81,0,1,18,Standard,120,125,115,130,,01-04-2024 09:00
117,0,2,11,Standard,120,125,115,130,,21-04-2024 11:30
104,0,1,12,Standard,115,120,110,130,,22-04-2024 12:00
90,0,4,16,Standard,115,120,110,130,,13-04-2024 09:00
98,0,3,14,Standard,115,120,110,130,,20-04-2024 10:00
166,Conference,3,5,Pro,130,135,125,145,,23-04-2024 09:00
93,0,3,12,Standard,115,120,110,130,,24-04-2024 08:00
159,Marathon,3,3,Pro,125,130,120,140,,26-04-2024 12:00
103,0,3,17,Standard,115,120,110,130,,10-04-2024 08:00
140,0,2,2,Pro,125,130,120,140,,06-04-2024 12:00
120,0,4,5,Pro,120,125,115,130,,02-04-2024 08:00
102,0,3,13,Standard,115,120,110,130,,04-04-2024 09:30
94,0,4,4,Standard,120,125,115,130,,24-04-2024 10:00
126,0,3,14,Standard,125,130,120,140,,15-04-2024 13:00
180,Marathon,2,5,Pro,130,135,125,145,,13-04-2024 09:00
165,0,3,17,Standard,120,125,115,135,,17-04-2024 08:00
84,0,2,14,Standard,120,125,115,130,,25-04-2024 11:00
97,0,3,15,Standard,110,115,105,120,,15-04-2024 09:00
167,Business convention,2,7,Pro,130,135,125,145,,08-04-2024 08:00
106,0,1,16,Standard,130,135,125,145,,21-04-2024 09:00
100,0,4,15,Pro,110,115,105,120,,11-04-2024 10:00
138,0,4,12,Pro,130,135,125,145,,09-04-2024 13:00
87,0,1,16,Standard,110,115,105,120,,20-04-2024 08:00
174,Marathon,3,3,Pro,130,135,125,145,,08-04-2024 10:00
96,0,3,14,Standard,120,125,115,130,,14-04-2024 10:00
80,0,1,20,Standard,115,120,110,130,,07-04-2024 09:00
80,0,2,13,Standard,115,120,110,130,,11-04-2024 10:00
151,0,3,5,Pro,120,125,115,130,,14-04-2024 08:00
149,0,3,3,Standard,125,130,120,140,,20-04-2024 08:00
103,0,1,16,Standard,115,120,110,130,,29-04-2024 12:00
158,0,3,12,Standard,120,125,115,130,,04-04-2024 11:00
109,0,3,16,Standard,110,115,105,120,,01-04-2024 09:00
171,Marathon,3,12,Pro,125,130,120,140,,10-04-2024 10:00
114,Conference,3,4,Pro,125,130,120,140,,03-04-2024 14:00
128,Conference,3,4,Pro,130,135,125,145,,01-04-2024 12:00
113,0,1,15,Standard,115,120,110,130,,09-04-2024 13:00
149,Marathon,3,4,Pro,125,130,120,140,,05-04-2024 12:00
92,0,2,8,Standard,110,115,105,120,,05-04-2024 12:00
98,0,2,4,Pro,125,130,120,140,,13-04-2024 09:00
121,Marathon,1,2,Pro,125,130,120,140,,03-04-2024 09:00
180,0,3,5,Pro,130,135,125,145,,17-04-2024 12:00
103,Marathon,3,2,Standard,120,125,115,130,,16-04-2024 08:00
142,Conference,3,4,Pro,120,125,115,130,,03-04-2024 14:00
83,0,3,8,Pro,120,125,115,130,,02-04-2024 08:00
96,0,3,17,Standard,115,120,110,130,,17-04-2024 08:00
146,Marathon,4,2,Pro,125,130,120,140,,29-04-2024 12:00
109,0,2,4,Pro,120,125,115,130,,07-04-2024 09:00
90,0,2,19,Standard,120,125,115,130,,16-04-2024 08:00
91,0,3,12,Standard,115,120,110,130,,21-04-2024 09:00
83,0,1,17,Standard,110,115,105,120,,26-04-2024 12:00
145,0,4,13,Standard,130,135,125,145,,12-04-2024 08:00
94,0,3,17,Standard,115,120,110,130,,29-04-2024 08:00
137,Conference,1,6,Pro,120,125,115,130,,23-04-2024 12:30
180,Marathon,3,5,Pro,130,135,125,145,,22-04-2024 10:00
138,0,3,16,Standard,130,135,125,145,,25-04-2024 09:00
136,0,3,6,Pro,120,125,115,130,,19-04-2024 09:00
80,0,2,13,Standard,130,135,125,145,,17-04-2024 12:00
91,Food festival,3,4,Pro,125,130,120,140,,11-04-2024 12:00
139,Marathon,3,4,Pro,130,135,125,145,,26-04-2024 08:00
130,Conference,1,3,Pro,120,125,115,130,,20-04-2024 08:00
86,0,2,19,Standard,115,120,110,130,,30-04-2024 08:00
165,Marathon,3,4,Pro,130,135,125,145,,03-04-2024 11:30
153,Concert,3,2,Pro,125,130,120,140,,01-04-2024 12:00
113,0,2,14,Standard,115,120,110,130,,26-04-2024 08:00
93,0,1,11,Standard,115,120,110,130,,13-04-2024 09:00
154,Marathon,2,3,Pro,130,135,125,145,,17-04-2024 10:00
155,0,3,3,Pro,130,135,125,145,,22-04-2024 12:00
125,Marathon,4,3,Pro,130,135,125,145,,14-04-2024 08:00
161,Concert,4,2,Pro,120,125,115,130,,23-04-2024 12:30
141,0,2,14,Pro,125,130,120,140,,10-04-2024 10:00
154,0,4,13,Pro,130,135,120,125,,28-04-2024 08:00
161,Food festival,3,6,Pro,125,130,120,140,,26-04-2024 12:00
102,0,3,14,Standard,110,115,105,120,,04-04-2024 11:00
164,Concert,3,14,Pro,130,135,125,145,,23-04-2024 11:00
114,0,3,15,Standard,115,120,110,130,,24-04-2024 08:00
160,0,3,4,Pro,130,135,125,145,,20-04-2024 08:00
92,0,3,12,Standard,115,120,110,130,,08-04-2024 08:00
113,0,3,17,Standard,120,125,115,130,,18-04-2024 08:00
135,0,2,3,Pro,130,135,125,145,,02-04-2024 08:00
153,0,4,3,Pro,125,130,120,140,,13-04-2024 09:00
145,Marathon,4,5,Pro,125,130,120,140,,02-04-2024 08:00
80,0,1,15,Pro,120,125,115,130,,28-04-2024 10:00
169,Marathon,3,3,Pro,125,130,120,140,,26-04-2024 12:00
124,0,3,15,Standard,130,135,125,145,,01-04-2024 09:00
167,0,3,12,Pro,115,120,110,130,,29-04-2024 08:00
155,Business convention,1,5,Pro,125,130,120,140,,19-04-2024 09:00
141,Marathon,2,4,Pro,125,130,120,140,,21-04-2024 11:30
157,Concert,2,4,Pro,130,135,120,125,,20-04-2024 08:00
83,0,3,12,Standard,110,115,105,120,,06-04-2024 08:00
115,0,3,15,Standard,110,115,105,120,,04-04-2024 11:00
154,Concert,3,4,Pro,125,130,120,140,,19-04-2024 09:00
135,0,3,5,Standard,125,130,120,140,,08-04-2024 12:00
84,0,1,14,Standard,115,120,110,130,,18-04-2024 12:00
152,Marathon,2,2,Pro,130,135,125,145,,17-04-2024 12:00
100,0,3,11,Standard,120,125,115,135,,20-04-2024 10:00
80,0,3,17,Standard,130,135,125,145,,26-04-2024 12:00
150,Concert,2,7,Pro,125,130,120,140,,01-04-2024 12:00
111,0,3,13,Standard,115,120,110,130,,20-04-2024 10:00
101,0,3,13,Standard,130,135,120,125,,02-04-2024 10:30
136,0,4,17,Standard,120,125,115,130,,09-04-2024 11:30
159,0,4,6,Pro,125,130,120,140,,04-04-2024 09:30
137,Conference,3,3,Pro,125,130,120,140,,19-04-2024 11:00
100,0,2,12,Standard,115,120,110,130,,14-04-2024 10:00
86,0,3,15,Standard,115,120,110,130,,04-04-2024 08:00
149,Concert,3,12,Standard,125,130,120,140,,27-04-2024 13:00
159,Food festival,2,3,Pro,120,125,115,130,,11-04-2024 12:00
156,0,4,12,Pro,125,130,120,140,,01-04-2024 12:00
156,0,2,10,Pro,110,115,105,120,,30-04-2024 10:00
119,Conference,3,4,Pro,130,135,125,145,,22-04-2024 12:00
106,0,3,14,Standard,110,115,105,120,,18-04-2024 08:00
150,Marathon,3,7,Pro,130,135,125,145,,02-04-2024 10:30
110,0,3,16,Pro,130,135,125,145,,22-04-2024 08:00
161,Marathon,3,7,Pro,130,135,125,145,,29-04-2024 12:00
128,0,1,18,Standard,115,120,110,130,,24-04-2024 08:00
83,0,3,16,Pro,115,120,110,130,,01-04-2024 09:00
104,0,3,15,Standard,120,125,115,130,,05-04-2024 10:00
146,0,3,16,Standard,110,115,105,120,,20-04-2024 10:00
80,0,3,16,Standard,110,115,105,120,,27-04-2024 09:00
91,0,4,12,Standard,130,135,125,145,,17-04-2024 12:00
110,0,1,12,Standard,115,120,110,130,,09-04-2024 11:30
80,0,3,9,Standard,115,120,110,130,,18-04-2024 10:00
135,Conference,3,7,Pro,120,125,115,130,,19-04-2024 09:00
136,Marathon,3,13,Standard,120,125,115,130,,21-04-2024 13:00
136,Concert,2,2,Pro,125,130,120,140,,16-04-2024 12:00
139,Marathon,4,5,Pro,130,135,125,145,,29-04-2024 12:00
134,0,4,11,Standard,115,120,110,130,,10-04-2024 12:00
109,0,1,14,Standard,115,120,110,130,,19-04-2024 11:00
94,0,1,12,Standard,110,115,105,120,,03-04-2024 11:30
125,0,3,10,Standard,125,130,120,140,,29-04-2024 12:00
171,0,3,6,Pro,130,135,125,145,,19-04-2024 11:00
97,0,1,14,Standard,110,115,105,120,,05-04-2024 10:00
