BookingTime,Competitors' Rates ($),Room Price ($),Local Events/Attractions,Length of Stay (nights),Room Availability,Room Type
20-04-2024 12:00,"120, 125, 115, 130",118,None,4,6,Standard
22-04-2024 10:00,"125, 130, 120, 140",99,Marathon,3,14,Standard
29-04-2024 08:00,"125, 130, 120, 140",122,None,3,12,Standard
30-04-2024 12:00,"110, 115, 105, 120",98,None,2,17,Standard
02-04-2024 10:30,"120, 125, 115, 130",169,Concert,2,4,Pro
15-04-2024 09:00,"115, 120, 110, 130",94,None,2,18,Standard
10-04-2024 10:00,"125, 130, 120, 140",135,Concert,3,10,Standard
20-04-2024 10:00,"120, 125, 115, 130",98,None,3,18,Standard
21-04-2024 09:00,"115, 120, 110, 130",145,None,4,3,Pro
20-04-2024 08:00,"125, 130, 120, 140",83,None,3,11,Standard
06-04-2024 12:00,"110, 115, 105, 120",109,None,3,14,Standard
11-04-2024 12:00,"130, 135, 125, 145",160,Concert,3,2,Pro
20-04-2024 10:00,"130, 135, 120, 125",116,None,3,14,Standard
14-04-2024 12:00,"130, 135, 125, 145",116,None,2,2,Pro
22-04-2024 10:00,"115, 120, 110, 130",101,None,3,14,Standard
11-04-2024 12:00,"125, 130, 120, 140",152,Marathon,4,2,Pro
03-04-2024 11:30,"120, 125, 115, 130",144,None,4,5,Pro
20-04-2024 10:00,"115, 120, 110, 130",103,None,3,14,Standard
03-04-2024 09:00,"130, 135, 125, 145",158,None,2,3,Pro
29-04-2024 12:00,"125, 130, 120, 140",154,Concert,4,2,Standard
05-04-2024 10:00,"110, 115, 105, 120",102,None,3,15,Standard
12-04-2024 08:00,"115, 120, 110, 130",87,None,3,19,Standard
10-04-2024 08:00,"115, 120, 110, 130",104,None,3,15,Standard
12-04-2024 10:00,"120, 125, 115, 130",153,Concert,3,4,Pro
05-04-2024 12:00,"115, 120, 110, 130",92,None,3,13,Standard
19-04-2024 11:00,"125, 130, 120, 140",108,Marathon,2,2,Pro
29-04-2024 12:00,"130, 135, 125, 145",162,Marathon,4,2,Pro
27-04-2024 11:30,"130, 135, 125, 145",155,None,1,11,Pro
12-04-2024 12:00,"115, 120, 110, 130",80,None,3,6,Standard
22-04-2024 10:00,"115, 120, 110, 130",83,None,1,15,Standard
13-04-2024 09:00,"110, 115, 105, 120",97,None,4,2,Pro
08-04-2024 10:00,"115, 120, 110, 130",148,None,1,12,Standard
23-04-2024 09:00,"130, 135, 125, 145",119,None,3,17,Standard
02-04-2024 10:30,"110, 115, 105, 120",109,None,4,18,Standard
26-04-2024 12:00,"125, 130, 120, 140",122,Concert,4,4,Pro
15-04-2024 13:00,"130, 135, 125, 145",180,Concert,3,2,Pro
04-04-2024 09:30,"125, 130, 120, 140",81,None,2,14,Standard
22-04-2024 12:00,"115, 120, 110, 130",165,Food festival,3,3,Pro
14-04-2024 10:00,"110, 115, 105, 120",110,None,3,14,Standard
02-04-2024 10:30,"120, 125, 115, 130",131,None,2,6,Pro
16-04-2024 10:00,"125, 130, 120, 140",140,None,4,12,Pro
07-04-2024 09:00,"130, 135, 125, 145",179,None,3,13,Pro
20-04-2024 10:00,"115, 120, 110, 130",80,None,3,17,Standard
01-04-2024 12:00,"130, 135, 125, 145",132,Marathon,2,3,Pro
28-04-2024 08:00,"120, 125, 115, 130",97,None,3,15,Standard
10-04-2024 12:00,"110, 115, 105, 120",102,None,1,18,Standard
26-04-2024 12:00,"125, 130, 120, 140",164,Concert,3,2,Pro
03-04-2024 09:00,"120, 125, 115, 130",123,None,3,15,Standard
23-04-2024 12:30,"125, 130, 120, 140",165,Marathon,3,4,Pro
09-04-2024 13:00,"115, 120, 110, 130",108,None,3,15,Standard
04-04-2024 09:30,"120, 125, 115, 130",130,Conference,1,16,Standard
30-04-2024 08:00,"125, 130, 120, 140",139,None,3,2,Pro
28-04-2024 08:00,"115, 120, 110, 130",115,None,3,17,Standard
04-04-2024 08:00,"120, 125, 115, 130",92,None,3,16,Standard
06-04-2024 10:00,"130, 135, 125, 145",103,None,3,17,Pro
05-04-2024 08:00,"115, 120, 110, 130",80,None,3,15,Standard
19-04-2024 11:00,"115, 120, 110, 130",117,None,3,14,Standard
18-04-2024 12:00,"130, 135, 125, 145",147,Conference,3,2,Pro
02-04-2024 12:45,"120, 125, 115, 130",165,None,2,13,Standard
30-04-2024 08:00,"120, 125, 115, 130",120,None,1,10,Pro
11-04-2024 12:00,"115, 120, 110, 130",153,None,4,17,Standard
11-04-2024 12:00,"125, 130, 120, 140",176,Marathon,3,2,Pro
09-04-2024 09:00,"115, 120, 110, 130",102,None,2,15,Standard
04-04-2024 11:00,"125, 130, 120, 140",128,Marathon,2,7,Pro
29-04-2024 10:00,"110, 115, 105, 120",94,None,1,15,Pro
14-04-2024 08:00,"125, 130, 120, 140",109,None,3,14,Pro
09-04-2024 11:30,"125, 130, 120, 140",159,Marathon,4,2,Pro
01-04-2024 09:00,"120, 125, 115, 130",155,None,3,15,Standard
25-04-2024 11:00,"110, 115, 105, 120",107,None,3,14,Standard
12-04-2024 12:00,"115, 120, 110, 130",85,None,2,16,Standard
29-04-2024 12:00,"125, 130, 120, 140",155,None,4,15,Pro
05-04-2024 12:00,"120, 125, 115, 130",86,None,3,19,Standard
13-04-2024 11:00,"130, 135, 125, 145",114,None,3,16,Standard
02-04-2024 08:00,"130, 135, 125, 145",173,None,2,14,Pro
06-04-2024 08:00,"120, 125, 115, 130",102,None,4,16,Standard
26-04-2024 12:00,"130, 135, 125, 145",152,Marathon,3,4,Pro
12-04-2024 08:00,"120, 125, 115, 135",140,Business convention,2,9,Pro
04-04-2024 08:00,"130, 135, 125, 145",151,None,3,2,Pro
18-04-2024 10:00,"130, 135, 125, 145",146,Concert,4,3,Pro
14-04-2024 10:00,"120, 125, 115, 130",127,None,3,15,Standard
17-04-2024 12:00,"120, 125, 115, 130",147,Concert,2,3,Pro
04-04-2024 11:00,"115, 120, 110, 130",99,None,1,14,Standard
22-04-2024 12:00,"115, 120, 110, 130",101,None,3,11,Standard
21-04-2024 13:00,"130, 135, 120, 125",134,Concert,1,14,Pro
11-04-2024 10:00,"130, 135, 120, 125",151,None,3,7,Pro
06-04-2024 08:00,"115, 120, 110, 130",137,None,4,16,Standard
12-04-2024 08:00,"130, 135, 125, 145",160,Conference,2,3,Pro
30-04-2024 12:00,"120, 125, 115, 135",158,Conference,4,10,Pro
11-04-2024 12:00,"120, 125, 115, 130",156,None,2,6,Standard
17-04-2024 12:00,"120, 125, 115, 135",166,Concert,3,4,Pro
23-04-2024 11:00,"115, 120, 110, 130",148,None,3,12,Standard
27-04-2024 11:30,"120, 125, 115, 130",165,None,3,14,Standard
20-04-2024 12:00,"115, 120, 110, 130",101,None,4,16,Standard
10-04-2024 08:00,"110, 115, 105, 120",103,None,4,7,Standard
03-04-2024 11:30,"130, 135, 125, 145",109,None,3,16,Standard
26-04-2024 12:00,"125, 130, 120, 140",158,Marathon,3,2,Pro
10-04-2024 10:00,"125, 130, 120, 140",104,Conference,3,3,Pro
07-04-2024 11:00,"130, 135, 125, 145",148,None,3,7,Pro
30-04-2024 08:00,"115, 120, 110, 130",160,None,4,4,Pro
14-04-2024 12:00,"130, 135, 125, 145",156,Concert,3,4,Pro
19-04-2024 11:00,"130, 135, 125, 145",130,None,3,16,Standard
13-04-2024 09:00,"130, 135, 125, 145",148,None,3,12,Standard
29-04-2024 10:00,"125, 130, 120, 140",170,Conference,4,2,Pro
26-04-2024 10:00,"125, 130, 120, 140",147,None,3,14,Pro
14-04-2024 12:00,"115, 120, 110, 130",80,None,1,17,Standard
01-04-2024 15:00,"120, 125, 115, 130",148,None,2,11,Standard
14-04-2024 08:00,"130, 135, 120, 125",99,None,3,14,Standard
25-04-2024 11:00,"115, 120, 110, 130",86,None,1,18,Standard
29-04-2024 12:00,"125, 130, 120, 140",144,Conference,3,2,Standard
11-04-2024 12:00,"120, 125, 115, 130",180,Food festival,4,3,Pro
20-04-2024 10:00,"125, 130, 120, 140",149,None,4,2,Pro
14-04-2024 08:00,"110, 115, 105, 120",101,None,3,12,Standard
26-04-2024 12:00,"130, 135, 120, 125",143,None,3,11,Standard
14-04-2024 12:00,"125, 130, 120, 140",154,Marathon,2,6,Pro
30-04-2024 08:00,"110, 115, 105, 120",91,None,3,11,Standard
24-04-2024 12:00,"125, 130, 120, 140",132,Marathon,2,4,Pro
26-04-2024 10:00,"125, 130, 120, 140",167,Marathon,3,2,Pro
20-04-2024 12:00,"130, 135, 125, 145",153,Concert,4,3,Pro
11-04-2024 08:00,"120, 125, 115, 130",173,Food festival,2,8,Standard
12-04-2024 10:00,"125, 130, 120, 140",167,Marathon,3,3,Pro
02-04-2024 08:00,"130, 135, 125, 145",152,None,3,2,Pro
28-04-2024 08:00,"130, 135, 125, 145",137,None,3,14,Standard
17-04-2024 10:00,"125, 130, 120, 140",111,Conference,1,13,Pro
20-04-2024 10:00,"120, 125, 115, 130",95,None,2,14,Standard
09-04-2024 09:00,"125, 130, 120, 140",155,Marathon,4,4,Pro
11-04-2024 12:00,"125, 130, 120, 140",166,Marathon,4,4,Pro
12-04-2024 10:00,"115, 120, 110, 130",161,None,4,4,Standard
21-04-2024 09:00,"130, 135, 125, 145",154,Concert,3,6,Pro
16-04-2024 12:00,"110, 115, 105, 120",80,None,1,15,Standard
09-04-2024 09:00,"115, 120, 110, 130",92,None,3,19,Standard
28-04-2024 08:00,"115, 120, 110, 130",156,None,3,2,Pro
11-04-2024 10:00,"125, 130, 120, 140",155,Concert,3,2,Pro
02-04-2024 12:45,"120, 125, 115, 130",156,None,3,12,Standard
02-04-2024 10:30,"125, 130, 120, 140",171,Concert,2,6,Pro
24-04-2024 10:00,"110, 115, 105, 120",80,None,3,12,Pro
18-04-2024 12:00,"125, 130, 120, 140",130,Marathon,2,2,Pro
07-04-2024 09:00,"130, 135, 125, 145",122,Business convention,4,4,Pro
09-04-2024 09:00,"120, 125, 115, 130",102,None,1,15,Standard
03-04-2024 14:00,"130, 135, 125, 145",143,None,2,2,Standard
22-04-2024 10:00,"130, 135, 125, 145",180,Concert,3,2,Pro
15-04-2024 09:00,"110, 115, 105, 120",105,None,1,16,Standard
27-04-2024 09:00,"130, 135, 125, 145",166,None,3,2,Pro
20-04-2024 12:00,"125, 130, 120, 140",119,None,4,15,Standard
29-04-2024 12:00,"125, 130, 120, 140",141,None,3,5,Pro
30-04-2024 08:00,"120, 125, 115, 130",167,None,3,4,Pro
24-04-2024 12:00,"120, 125, 115, 130",112,None,3,15,Standard
06-04-2024 10:00,"125, 130, 120, 140",157,Concert,2,5,Pro
03-04-2024 09:00,"125, 130, 120, 140",148,Concert,3,2,Pro
02-04-2024 10:30,"110, 115, 105, 120",110,Concert,2,10,Standard
16-04-2024 12:00,"130, 135, 125, 145",158,Marathon,3,3,Pro
06-04-2024 12:00,"115, 120, 110, 130",106,None,3,12,Standard
07-04-2024 11:00,"130, 135, 125, 145",131,None,3,18,Standard
18-04-2024 12:00,"115, 120, 110, 130",151,None,3,10,Standard
15-04-2024 09:00,"115, 120, 110, 130",105,None,3,14,Pro
18-04-2024 08:00,"125, 130, 120, 140",127,Business convention,4,8,Pro
04-04-2024 08:00,"130, 135, 125, 145",90,None,1,15,Standard
09-04-2024 13:00,"125, 130, 120, 140",178,Concert,3,15,Pro
02-04-2024 12:45,"110, 115, 105, 120",127,None,4,16,Standard
04-04-2024 08:00,"120, 125, 115, 130",152,None,4,2,Pro
01-04-2024 09:00,"130, 135, 125, 145",112,None,3,12,Standard
09-04-2024 13:00,"115, 120, 110, 130",104,None,3,15,Standard
09-04-2024 09:00,"125, 130, 120, 140",130,Marathon,2,5,Pro
14-04-2024 10:00,"115, 120, 110, 130",80,None,3,16,Standard
15-04-2024 13:00,"115, 120, 110, 130",121,None,1,15,Standard
04-04-2024 09:30,"110, 115, 105, 120",107,None,3,13,Standard
19-04-2024 09:00,"125, 130, 120, 140",173,Conference,3,2,Pro
21-04-2024 13:00,"125, 130, 120, 140",107,None,3,11,Standard
01-04-2024 12:00,"125, 130, 120, 140",174,Concert,3,4,Pro
27-04-2024 09:00,"120, 125, 115, 135",87,None,3,12,Standard
10-04-2024 12:00,"125, 130, 120, 140",111,None,3,14,Pro
02-04-2024 08:00,"120, 125, 115, 130",107,None,3,18,Standard
19-04-2024 09:00,"115, 120, 110, 130",90,None,1,12,Standard
18-04-2024 12:00,"130, 135, 120, 125",149,Food festival,3,7,Pro
09-04-2024 13:00,"125, 130, 120, 140",180,None,3,14,Pro
14-04-2024 12:00,"120, 125, 115, 130",124,None,3,7,Pro
05-04-2024 12:00,"120, 125, 115, 130",80,None,3,13,Standard
16-04-2024 10:00,"110, 115, 105, 120",160,None,2,2,Pro
01-04-2024 12:00,"130, 135, 125, 145",147,None,1,7,Pro
02-04-2024 10:30,"120, 125, 115, 130",116,None,3,10,Standard
26-04-2024 10:00,"110, 115, 105, 120",128,None,3,9,Standard
21-04-2024 09:00,"120, 125, 115, 130",113,None,3,12,Standard
11-04-2024 12:00,"125, 130, 120, 140",148,Concert,3,3,Pro
18-04-2024 08:00,"130, 135, 125, 145",132,None,4,2,Pro
18-04-2024 08:00,"120, 125, 115, 130",112,None,3,14,Standard
16-04-2024 12:00,"120, 125, 115, 130",102,None,3,20,Standard
05-04-2024 08:00,"125, 130, 120, 140",132,None,3,6,Standard
15-04-2024 13:00,"130, 135, 125, 145",161,Marathon,2,2,Pro
15-04-2024 13:00,"125, 130, 120, 140",154,Concert,3,4,Pro
01-04-2024 12:00,"110, 115, 105, 120",126,None,1,12,Standard
10-04-2024 12:00,"125, 130, 120, 140",163,None,3,3,Pro
25-04-2024 11:00,"130, 135, 125, 145",120,Conference,2,6,Pro
22-04-2024 12:00,"130, 135, 120, 125",172,Concert,3,4,Pro
11-04-2024 12:00,"115, 120, 110, 130",95,None,3,12,Standard
01-04-2024 09:00,"115, 120, 110, 130",110,None,1,14,Standard
14-04-2024 12:00,"130, 135, 125, 145",162,None,2,2,Pro
15-04-2024 13:00,"110, 115, 105, 120",93,None,4,18,Standard
22-04-2024 08:00,"115, 120, 110, 130",97,None,1,14,Standard
27-04-2024 13:00,"130, 135, 125, 145",142,Food festival,3,5,Pro
28-04-2024 10:00,"125, 130, 120, 140",133,Concert,3,10,Pro
19-04-2024 11:00,"130, 135, 125, 145",152,None,2,2,Pro
26-04-2024 10:00,"130, 135, 125, 145",102,None,4,2,Pro
12-04-2024 12:00,"115, 120, 110, 130",80,None,1,14,Standard
17-04-2024 08:00,"115, 120, 110, 130",97,None,1,16,Standard
14-04-2024 12:00,"125, 130, 120, 140",156,None,4,2,Pro
09-04-2024 09:00,"110, 115, 105, 120",107,None,3,14,Standard
07-04-2024 11:00,"115, 120, 110, 130",92,None,1,14,Standard
25-04-2024 11:00,"120, 125, 115, 135",109,Concert,4,13,Pro
29-04-2024 12:00,"125, 130, 120, 140",152,Marathon,4,3,Pro
05-04-2024 10:00,"115, 120, 110, 130",90,None,3,13,Standard
17-04-2024 10:00,"115, 120, 110, 130",107,None,2,15,Standard
11-04-2024 10:00,"120, 125, 115, 130",142,Conference,2,2,Pro
14-04-2024 08:00,"125, 130, 120, 140",139,Marathon,3,3,Pro
20-04-2024 10:00,"120, 125, 115, 130",120,None,3,13,Standard
26-04-2024 08:00,"125, 130, 120, 140",148,None,4,14,Standard
29-04-2024 10:00,"115, 120, 110, 130",104,None,3,17,Standard
04-04-2024 11:00,"125, 130, 120, 140",160,Conference,1,2,Pro
18-04-2024 08:00,"115, 120, 110, 130",93,None,3,15,Standard
10-04-2024 08:00,"115, 120, 110, 130",105,None,3,19,Standard
20-04-2024 10:00,"115, 120, 110, 130",80,None,1,12,Standard
26-04-2024 08:00,"130, 135, 125, 145",123,None,3,6,Pro
01-04-2024 09:00,"115, 120, 110, 130",80,None,1,16,Standard
11-04-2024 10:00,"130, 135, 125, 145",87,None,1,13,Pro
19-04-2024 09:00,"125, 130, 120, 140",143,Conference,3,6,Pro
24-04-2024 08:00,"110, 115, 105, 120",99,None,3,17,Standard
19-04-2024 09:00,"125, 130, 120, 140",150,Concert,3,2,Pro
09-04-2024 13:00,"125, 130, 120, 140",164,None,3,2,Pro
16-04-2024 12:00,"125, 130, 120, 140",180,Conference,4,4,Pro
23-04-2024 09:00,"115, 120, 110, 130",88,None,3,14,Standard
21-04-2024 09:00,"110, 115, 105, 120",107,None,4,13,Standard
24-04-2024 12:00,"125, 130, 120, 140",165,Marathon,1,6,Standard
30-04-2024 12:00,"120, 125, 115, 130",119,None,3,18,Standard
01-04-2024 15:00,"130, 135, 125, 145",165,None,2,15,Standard
23-04-2024 11:00,"110, 115, 105, 120",109,None,1,13,Standard
21-04-2024 13:00,"120, 125, 115, 130",155,None,4,4,Pro
19-04-2024 09:00,"110, 115, 105, 120",107,None,3,11,Standard
05-04-2024 10:00,"110, 115, 105, 120",119,None,3,16,Standard
17-04-2024 08:00,"115, 120, 110, 130",80,None,3,16,Standard
04-04-2024 08:00,"120, 125, 115, 130",159,None,1,15,Standard
02-04-2024 12:45,"125, 130, 120, 140",138,None,4,3,Pro
16-04-2024 12:00,"120, 125, 115, 130",130,Marathon,4,3,Pro
27-04-2024 09:00,"125, 130, 120, 140",83,Concert,2,8,Pro
15-04-2024 11:30,"125, 130, 120, 140",143,Conference,4,2,Pro
21-04-2024 13:00,"125, 130, 120, 140",92,None,4,16,Standard
07-04-2024 09:00,"130, 135, 125, 145",166,None,4,9,Pro
26-04-2024 08:00,"130, 135, 125, 145",151,Marathon,4,2,Pro
30-04-2024 08:00,"110, 115, 105, 120",102,None,1,16,Standard
05-04-2024 12:00,"115, 120, 110, 130",123,None,3,16,Standard
06-04-2024 12:00,"125, 130, 120, 140",152,Marathon,2,2,Pro
01-04-2024 12:00,"110, 115, 105, 120",162,Business convention,3,5,Pro
13-04-2024 09:00,"125, 130, 120, 140",132,Marathon,2,2,Pro
14-04-2024 08:00,"125, 130, 120, 140",137,Marathon,4,2,Pro
12-04-2024 12:00,"120, 125, 115, 130",123,None,1,14,Standard
20-04-2024 10:00,"120, 125, 115, 135",140,Marathon,3,8,Standard
05-04-2024 12:00,"125, 130, 120, 140",111,Concert,4,2,Pro
10-04-2024 12:00,"115, 120, 110, 130",90,None,3,13,Standard
23-04-2024 09:00,"110, 115, 105, 120",80,None,4,15,Standard
28-04-2024 10:00,"120, 125, 115, 130",131,Marathon,3,4,Pro
04-04-2024 11:00,"130, 135, 120, 125",108,None,3,5,Pro
26-04-2024 10:00,"125, 130, 120, 140",154,Conference,3,4,Pro
28-04-2024 08:00,"115, 120, 110, 130",109,None,1,14,Standard
16-04-2024 10:00,"120, 125, 115, 130",167,None,1,13,Standard
17-04-2024 08:00,"115, 120, 110, 130",80,None,3,20,Standard
21-04-2024 09:00,"130, 135, 125, 145",144,None,3,3,Pro
26-04-2024 12:00,"120, 125, 115, 130",111,None,3,17,Standard
07-04-2024 11:00,"120, 125, 115, 130",99,None,4,16,Standard
20-04-2024 12:00,"110, 115, 105, 120",149,None,2,4,Pro
29-04-2024 08:00,"110, 115, 105, 120",110,None,3,20,Standard
26-04-2024 12:00,"125, 130, 120, 140",152,Marathon,3,2,Pro
13-04-2024 09:00,"115, 120, 110, 130",133,None,3,16,Pro
02-04-2024 12:45,"130, 135, 125, 145",151,Concert,4,2,Pro
22-04-2024 12:00,"115, 120, 110, 130",80,None,3,17,Standard
08-04-2024 10:00,"125, 130, 120, 140",174,Food festival,1,5,Pro
01-04-2024 09:00,"115, 120, 110, 130",91,None,2,16,Standard
28-04-2024 12:00,"115, 120, 110, 130",88,None,3,15,Standard
26-04-2024 12:00,"125, 130, 120, 140",138,Business convention,3,6,Pro
26-04-2024 10:00,"130, 135, 125, 145",153,Marathon,3,4,Pro
01-04-2024 09:00,"120, 125, 115, 130",81,None,1,18,Standard
21-04-2024 11:30,"120, 125, 115, 130",117,None,2,11,Standard
22-04-2024 12:00,"115, 120, 110, 130",104,None,1,12,Standard
13-04-2024 09:00,"115, 120, 110, 130",90,None,4,16,Standard
20-04-2024 10:00,"115, 120, 110, 130",98,None,3,14,Standard
23-04-2024 09:00,"130, 135, 125, 145",166,Conference,3,5,Pro
24-04-2024 08:00,"115, 120, 110, 130",93,None,3,12,Standard
26-04-2024 12:00,"125, 130, 120, 140",159,Marathon,3,3,Pro
10-04-2024 08:00,"115, 120, 110, 130",103,None,3,17,Standard
06-04-2024 12:00,"125, 130, 120, 140",140,None,2,2,Pro
02-04-2024 08:00,"120, 125, 115, 130",120,None,4,5,Pro
04-04-2024 09:30,"115, 120, 110, 130",102,None,3,13,Standard
24-04-2024 10:00,"120, 125, 115, 130",94,None,4,4,Standard
15-04-2024 13:00,"125, 130, 120, 140",126,None,3,14,Standard
13-04-2024 09:00,"130, 135, 125, 145",180,Marathon,2,5,Pro
17-04-2024 08:00,"120, 125, 115, 135",165,None,3,17,Standard
25-04-2024 11:00,"120, 125, 115, 130",84,None,2,14,Standard
15-04-2024 09:00,"110, 115, 105, 120",97,None,3,15,Standard
08-04-2024 08:00,"130, 135, 125, 145",167,Business convention,2,7,Pro
21-04-2024 09:00,"130, 135, 125, 145",106,None,1,16,Standard
11-04-2024 10:00,"110, 115, 105, 120",100,None,4,15,Pro
09-04-2024 13:00,"130, 135, 125, 145",138,None,4,12,Pro
20-04-2024 08:00,"110, 115, 105, 120",87,None,1,16,Standard
08-04-2024 10:00,"130, 135, 125, 145",174,Marathon,3,3,Pro
14-04-2024 10:00,"120, 125, 115, 130",96,None,3,14,Standard
07-04-2024 09:00,"115, 120, 110, 130",80,None,1,20,Standard
11-04-2024 10:00,"115, 120, 110, 130",80,None,2,13,Standard
14-04-2024 08:00,"120, 125, 115, 130",151,None,3,5,Pro
20-04-2024 08:00,"125, 130, 120, 140",149,None,3,3,Standard
29-04-2024 12:00,"115, 120, 110, 130",103,None,1,16,Standard
04-04-2024 11:00,"120, 125, 115, 130",158,None,3,12,Standard
01-04-2024 09:00,"110, 115, 105, 120",109,None,3,16,Standard
10-04-2024 10:00,"125, 130, 120, 140",171,Marathon,3,12,Pro
03-04-2024 14:00,"125, 130, 120, 140",114,Conference,3,4,Pro
01-04-2024 12:00,"130, 135, 125, 145",128,Conference,3,4,Pro
09-04-2024 13:00,"115, 120, 110, 130",113,None,1,15,Standard
05-04-2024 12:00,"125, 130, 120, 140",149,Marathon,3,4,Pro
05-04-2024 12:00,"110, 115, 105, 120",92,None,2,8,Standard
13-04-2024 09:00,"125, 130, 120, 140",98,None,2,4,Pro
03-04-2024 09:00,"125, 130, 120, 140",121,Marathon,1,2,Pro
17-04-2024 12:00,"130, 135, 125, 145",180,None,3,5,Pro
16-04-2024 08:00,"120, 125, 115, 130",103,Marathon,3,2,Standard
03-04-2024 14:00,"120, 125, 115, 130",142,Conference,3,4,Pro
02-04-2024 08:00,"120, 125, 115, 130",83,None,3,8,Pro
17-04-2024 08:00,"115, 120, 110, 130",96,None,3,17,Standard
29-04-2024 12:00,"125, 130, 120, 140",146,Marathon,4,2,Pro
07-04-2024 09:00,"120, 125, 115, 130",109,None,2,4,Pro
16-04-2024 08:00,"120, 125, 115, 130",90,None,2,19,Standard
21-04-2024 09:00,"115, 120, 110, 130",91,None,3,12,Standard
26-04-2024 12:00,"110, 115, 105, 120",83,None,1,17,Standard
12-04-2024 08:00,"130, 135, 125, 145",145,None,4,13,Standard
29-04-2024 08:00,"115, 120, 110, 130",94,None,3,17,Standard
23-04-2024 12:30,"120, 125, 115, 130",137,Conference,1,6,Pro
22-04-2024 10:00,"130, 135, 125, 145",180,Marathon,3,5,Pro
25-04-2024 09:00,"130, 135, 125, 145",138,None,3,16,Standard
19-04-2024 09:00,"120, 125, 115, 130",136,None,3,6,Pro
17-04-2024 12:00,"130, 135, 125, 145",80,None,2,13,Standard
11-04-2024 12:00,"125, 130, 120, 140",91,Food festival,3,4,Pro
26-04-2024 08:00,"130, 135, 125, 145",139,Marathon,3,4,Pro
20-04-2024 08:00,"120, 125, 115, 130",130,Conference,1,3,Pro
30-04-2024 08:00,"115, 120, 110, 130",86,None,2,19,Standard
03-04-2024 11:30,"130, 135, 125, 145",165,Marathon,3,4,Pro
01-04-2024 12:00,"125, 130, 120, 140",153,Concert,3,2,Pro
26-04-2024 08:00,"115, 120, 110, 130",113,None,2,14,Standard
13-04-2024 09:00,"115, 120, 110, 130",93,None,1,11,Standard
17-04-2024 10:00,"130, 135, 125, 145",154,Marathon,2,3,Pro
22-04-2024 12:00,"130, 135, 125, 145",155,None,3,3,Pro
14-04-2024 08:00,"130, 135, 125, 145",125,Marathon,4,3,Pro
23-04-2024 12:30,"120, 125, 115, 130",161,Concert,4,2,Pro
10-04-2024 10:00,"125, 130, 120, 140",141,None,2,14,Pro
28-04-2024 08:00,"130, 135, 120, 125",154,None,4,13,Pro
26-04-2024 12:00,"125, 130, 120, 140",161,Food festival,3,6,Pro
04-04-2024 11:00,"110, 115, 105, 120",102,None,3,14,Standard
23-04-2024 11:00,"130, 135, 125, 145",164,Concert,3,14,Pro
24-04-2024 08:00,"115, 120, 110, 130",114,None,3,15,Standard
20-04-2024 08:00,"130, 135, 125, 145",160,None,3,4,Pro
08-04-2024 08:00,"115, 120, 110, 130",92,None,3,12,Standard
18-04-2024 08:00,"120, 125, 115, 130",113,None,3,17,Standard
02-04-2024 08:00,"130, 135, 125, 145",135,None,2,3,Pro
13-04-2024 09:00,"125, 130, 120, 140",153,None,4,3,Pro
02-04-2024 08:00,"125, 130, 120, 140",145,Marathon,4,5,Pro
28-04-2024 10:00,"120, 125, 115, 130",80,None,1,15,Pro
26-04-2024 12:00,"125, 130, 120, 140",169,Marathon,3,3,Pro
01-04-2024 09:00,"130, 135, 125, 145",124,None,3,15,Standard
29-04-2024 08:00,"115, 120, 110, 130",167,None,3,12,Pro
19-04-2024 09:00,"125, 130, 120, 140",155,Business convention,1,5,Pro
21-04-2024 11:30,"125, 130, 120, 140",141,Marathon,2,4,Pro
20-04-2024 08:00,"130, 135, 120, 125",157,Concert,2,4,Pro
06-04-2024 08:00,"110, 115, 105, 120",83,None,3,12,Standard
04-04-2024 11:00,"110, 115, 105, 120",115,None,3,15,Standard
19-04-2024 09:00,"125, 130, 120, 140",154,Concert,3,4,Pro
08-04-2024 12:00,"125, 130, 120, 140",135,None,3,5,Standard
18-04-2024 12:00,"115, 120, 110, 130",84,None,1,14,Standard
17-04-2024 12:00,"130, 135, 125, 145",152,Marathon,2,2,Pro
20-04-2024 10:00,"120, 125, 115, 135",100,None,3,11,Standard
26-04-2024 12:00,"130, 135, 125, 145",80,None,3,17,Standard
01-04-2024 12:00,"125, 130, 120, 140",150,Concert,2,7,Pro
20-04-2024 10:00,"115, 120, 110, 130",111,None,3,13,Standard
02-04-2024 10:30,"130, 135, 120, 125",101,None,3,13,Standard
09-04-2024 11:30,"120, 125, 115, 130",136,None,4,17,Standard
04-04-2024 09:30,"125, 130, 120, 140",159,None,4,6,Pro
19-04-2024 11:00,"125, 130, 120, 140",137,Conference,3,3,Pro
14-04-2024 10:00,"115, 120, 110, 130",100,None,2,12,Standard
04-04-2024 08:00,"115, 120, 110, 130",86,None,3,15,Standard
27-04-2024 13:00,"125, 130, 120, 140",149,Concert,3,12,Standard
11-04-2024 12:00,"120, 125, 115, 130",159,Food festival,2,3,Pro
01-04-2024 12:00,"125, 130, 120, 140",156,None,4,12,Pro
30-04-2024 10:00,"110, 115, 105, 120",156,None,2,10,Pro
22-04-2024 12:00,"130, 135, 125, 145",119,Conference,3,4,Pro
18-04-2024 08:00,"110, 115, 105, 120",106,None,3,14,Standard
02-04-2024 10:30,"130, 135, 125, 145",150,Marathon,3,7,Pro
22-04-2024 08:00,"130, 135, 125, 145",110,None,3,16,Pro
29-04-2024 12:00,"130, 135, 125, 145",161,Marathon,3,7,Pro
