booking_time,lead_time,adr,total_people,room_type,local_events,room_price,competitor_a_price,competitor_b_price,competitor_c_price,length_of_stay,occupancy_rate,room_availability
2024-11-29 12:30:00,22,147,4,Family,None,233,244,235,175,5,0.88,156
2024-11-01 12:30:00,25,130,5,Deluxe,None,247,246,215,231,5,0.81,123
2024-06-15 09:50:00,25,185,4,Family,Concert,315,302,276,185,5,0.81,129
2024-07-27 15:35:00,17,167,3,Suite,Festival,228,229,246,175,6,0.72,147
2024-06-23 07:05:00,25,200,2,Deluxe,None,326,245,310,290,5,0.83,161
2024-08-26 10:00:00,20,187,5,Suite,Vacations,308,205,259,226,6,0.92,453
2024-11-05 09:10:00,26,130,4,Family,None,330,320,257,305,4,0.84,132
2024-06-30 09:20:00,25,130,3,Family,None,275,229,185,208,4,0.79,144
2024-06-06 09:20:00,24,168,5,Family,None,211,227,223,175,5,0.72,134
2024-06-12 09:20:00,20,209,4,Suite,None,264,197,266,230,6,0.87,460
2024-06-22 07:05:00,24,220,2,Deluxe,None,330,320,312,315,5,0.82,169
2024-05-28 14:45:00,25,152,3,Family,None,237,189,185,175,5,0.77,134
2024-06-24 07:05:00,22,161,3,Family,None,275,190,236,247,3,0.76,148
2024-07-23 15:35:00,22,166,3,Deluxe,None,312,284,185,177,5,0.82,133
2024-11-30 12:30:00,25,207,1,Suite,None,330,313,301,315,4,0.84,159
2024-06-06 09:20:00,20,130,3,Suite,Festival,297,251,200,222,3,0.73,134
2024-08-23 10:00:00,24,130,3,Family,None,199,230,185,223,3,0.76,145
2024-09-04 11:40:00,22,132,2,Suite,None,261,229,205,230,4,0.79,132
2024-08-03 08:10:00,25,165,3,Suite,None,273,198,225,175,4,0.79,136
2024-08-07 08:10:00,26,220,2,Suite,None,330,320,325,315,5,0.85,157
2024-10-12 16:55:00,23,150,2,Suite,Vacations,326,311,239,293,4,0.86,165
2024-07-23 15:35:00,22,216,2,Suite,Concert,330,313,314,315,5,0.72,150
2024-10-16 16:55:00,21,204,2,Deluxe,None,319,320,274,299,5,0.82,153
2024-06-22 07:05:00,26,213,4,Deluxe,None,330,320,318,315,5,0.83,174
2024-05-05 14:45:00,18,130,5,Family,None,233,247,185,219,3,0.72,350
2024-10-14 13:40:00,21,210,5,Suite,None,330,318,322,233,5,0.82,132
2024-06-24 07:05:00,23,220,1,Deluxe,None,330,309,323,315,5,0.83,134
2024-08-11 08:10:00,20,152,5,Suite,None,330,206,306,315,4,0.78,445
2024-06-24 07:05:00,21,214,4,Deluxe,None,330,320,296,308,5,0.83,168
2024-09-04 11:40:00,21,137,3,Family,None,217,225,212,175,6,0.86,142
2024-09-06 11:40:00,23,130,3,Deluxe,None,217,219,185,235,3,0.79,151
2024-06-06 09:20:00,24,130,3,Deluxe,None,269,223,185,175,3,0.72,385
2024-10-11 16:55:00,22,188,4,Suite,None,330,230,201,221,7,0.88,134
2024-06-13 09:20:00,22,170,3,Suite,None,284,245,233,175,5,0.74,144
2024-06-30 09:20:00,22,183,3,Suite,Concert,330,298,276,315,5,0.75,120
2024-05-24 15:35:00,25,220,2,Suite,None,330,293,325,293,5,0.86,175
2024-07-29 07:05:00,21,130,5,Suite,None,222,180,185,183,4,0.87,152
2024-05-12 14:30:00,24,157,4,Suite,Vacations,287,292,185,245,5,0.72,164
2024-08-01 08:10:00,24,196,1,Deluxe,None,330,320,306,315,5,0.83,156
2024-11-28 12:30:00,22,168,4,Deluxe,None,272,320,218,216,5,0.72,145
2024-08-08 08:10:00,28,153,4,Suite,None,289,204,185,192,5,0.72,152
2024-09-04 11:40:00,20,143,3,Family,None,244,264,211,175,3,0.8,120
2024-05-09 14:15:00,28,213,3,Deluxe,None,321,180,207,175,5,0.82,183
2024-06-13 09:20:00,19,130,5,Family,None,281,294,253,315,5,0.73,134
2024-08-03 08:10:00,20,130,4,Family,None,215,220,185,175,6,0.74,122
2024-08-01 08:10:00,20,142,2,Deluxe,None,330,238,253,194,5,0.82,142
2024-06-05 09:20:00,26,137,4,Deluxe,None,307,311,295,315,3,0.77,129
2024-06-06 09:20:00,21,130,4,Family,None,215,265,185,223,3,0.72,130
2024-05-09 14:15:00,25,156,5,Deluxe,None,255,206,243,299,4,0.75,161
2024-06-13 09:20:00,21,131,5,Suite,None,206,234,229,182,4,0.76,139
2024-08-01 08:10:00,26,138,2,Suite,None,287,320,202,216,3,0.83,130
2024-09-30 11:40:00,26,180,3,Suite,None,281,210,207,275,3,0.82,460
2024-05-09 14:15:00,23,130,4,Suite,None,264,216,196,228,7,0.9,150
2024-08-08 08:10:00,26,206,3,Suite,None,330,225,231,237,6,0.85,142
2024-05-31 14:45:00,17,220,2,Deluxe,None,319,276,320,299,4,0.85,160
2024-10-16 16:55:00,23,220,2,Deluxe,None,330,315,319,315,5,0.85,172
2024-10-30 12:30:00,27,130,4,Suite,None,243,230,263,257,3,0.72,154
2024-06-13 09:20:00,23,176,3,Suite,None,277,243,292,264,3,0.76,142
2024-07-27 15:35:00,20,220,2,Deluxe,None,330,295,292,314,3,0.83,144
2024-06-24 07:05:00,24,220,2,Deluxe,None,317,320,325,315,4,0.84,125
2024-10-12 16:55:00,23,130,3,Family,None,210,180,185,175,4,0.75,141
2024-10-11 16:55:00,26,194,3,Deluxe,None,241,257,253,269,5,0.8,153
2024-10-16 16:55:00,25,151,3,Deluxe,None,301,219,225,249,4,0.74,153
2024-09-02 11:40:00,24,130,3,Suite,None,267,266,185,181,4,0.85,159
2024-06-07 09:20:00,27,209,4,Suite,None,310,256,325,315,5,0.89,164
2024-06-06 09:20:00,22,176,3,Suite,None,299,224,207,252,3,0.88,460
2024-10-08 16:55:00,20,184,2,Deluxe,None,321,306,264,266,5,0.81,176
2024-09-04 11:40:00,24,157,1,Suite,Concert,300,180,185,262,5,0.85,152
2024-11-29 12:30:00,20,216,1,Deluxe,Vacations,330,320,311,315,5,0.84,177
2024-08-20 10:00:00,20,159,4,Suite,None,294,233,212,222,4,0.85,130
2024-06-24 07:05:00,20,220,4,Deluxe,Concert,315,242,222,241,4,0.76,150
2024-08-11 08:10:00,20,162,3,Suite,None,294,207,258,201,4,0.78,120
2024-08-08 08:10:00,23,210,1,Deluxe,None,302,290,276,289,5,0.82,157
2024-08-25 10:00:00,23,188,4,Family,Concert,277,211,246,191,7,0.9,139
2024-06-22 07:05:00,21,137,4,Suite,None,213,227,301,244,3,0.85,152
2024-08-21 10:00:00,27,130,5,Suite,Concert,330,262,220,188,5,0.8,147
2024-06-16 09:20:00,19,186,3,Suite,None,273,245,252,221,3,0.76,176
2024-08-11 08:10:00,26,155,3,Deluxe,None,276,195,292,313,3,0.87,165
2024-07-23 15:35:00,19,196,2,Family,Vacations,214,231,185,175,6,0.84,160
2024-08-25 10:00:00,27,209,1,Deluxe,None,330,211,269,289,5,0.82,162
2024-08-25 10:00:00,25,178,3,Deluxe,None,313,297,310,297,5,0.84,163
2024-08-14 08:10:00,25,201,3,Family,None,330,310,285,277,5,0.8,149
2024-07-19 15:35:00,26,130,3,Deluxe,None,320,180,185,175,5,0.73,124
2024-09-29 07:05:00,27,190,4,Deluxe,None,223,224,232,175,5,0.72,152
2024-07-16 10:00:00,21,159,2,Deluxe,None,190,301,295,283,7,0.84,133
2024-06-21 11:25:00,25,220,4,Deluxe,None,330,320,325,315,6,0.78,136
2024-06-30 09:20:00,20,166,2,Suite,None,330,289,214,294,5,0.83,159
2024-06-23 09:20:00,19,132,3,Family,None,291,196,185,175,3,0.72,164
2024-05-02 14:45:00,18,131,4,Deluxe,None,239,258,226,223,4,0.91,145
2024-10-25 12:30:00,23,183,4,Family,None,330,238,218,251,5,0.78,139
2024-05-09 14:15:00,21,218,4,Deluxe,None,306,265,325,229,4,0.81,168
2024-06-21 07:05:00,21,150,3,Family,None,235,184,185,249,7,0.92,153
2024-06-19 07:05:00,27,220,3,Deluxe,None,314,314,288,228,3,0.82,125
2024-05-12 14:30:00,20,176,4,Deluxe,None,330,314,316,260,3,0.84,150
2024-11-29 12:30:00,25,211,2,Family,Concert,330,249,293,183,5,0.81,123
2024-08-19 10:00:00,22,130,2,Suite,None,330,300,294,211,5,0.72,162
2024-06-13 09:20:00,19,211,3,Suite,None,330,317,323,226,5,0.82,155
2024-08-25 10:00:00,25,197,2,Suite,None,330,297,325,288,5,0.82,162
2024-08-20 10:00:00,20,151,3,Deluxe,Concert,292,281,302,219,3,0.73,164
2024-08-03 08:10:00,23,130,4,Deluxe,None,330,228,185,279,6,0.84,150
2024-06-09 09:20:00,25,143,3,Family,None,277,260,220,284,6,0.72,122
2024-09-03 11:40:00,22,190,3,Suite,Festival,249,265,229,230,6,0.78,131
2024-08-25 10:00:00,22,216,1,Deluxe,None,330,316,223,315,5,0.84,168
2024-08-25 10:00:00,19,130,3,Family,Concert,254,197,212,255,5,0.72,154
2024-09-12 11:40:00,20,130,2,Deluxe,None,326,285,320,287,5,0.9,161
2024-06-23 07:05:00,23,157,4,Family,None,262,239,239,214,6,0.83,460
2024-05-06 14:45:00,27,199,2,Suite,None,330,320,321,305,7,0.78,148
2024-07-17 15:35:00,21,220,3,Suite,None,317,190,325,292,7,0.92,174
2024-06-13 09:20:00,21,171,1,Deluxe,None,328,320,294,296,3,0.77,141
2024-07-17 15:35:00,27,130,4,Suite,None,294,279,206,208,6,0.81,128
2024-07-27 15:35:00,27,130,5,Suite,None,218,209,214,175,3,0.72,174
2024-09-12 11:40:00,19,182,2,Family,Vacations,324,320,304,301,5,0.83,154
2024-06-12 09:20:00,25,130,4,Suite,None,239,207,187,175,4,0.88,167
2024-08-24 10:00:00,23,151,3,Deluxe,None,273,232,200,251,3,0.75,144
2024-05-12 14:30:00,21,216,4,Suite,None,281,320,263,237,3,0.88,120
2024-06-06 09:20:00,21,155,3,Suite,None,247,180,213,270,6,0.76,178
2024-10-11 16:55:00,24,153,3,Suite,None,297,191,282,262,6,0.86,137
2024-10-14 13:40:00,18,173,4,Deluxe,None,279,286,204,175,3,0.75,128
2024-05-06 14:45:00,23,199,2,Deluxe,None,314,320,291,315,4,0.82,140
2024-05-06 14:45:00,21,212,2,Deluxe,Concert,324,320,281,283,5,0.83,149
2024-09-12 11:40:00,21,199,2,Suite,Concert,320,320,280,291,5,0.82,156
2024-09-14 11:40:00,26,194,4,Family,Vacations,295,245,314,230,5,0.89,147
2024-07-22 15:35:00,18,136,3,Deluxe,Vacations,330,308,270,200,3,0.84,161
2024-06-13 09:20:00,19,211,3,Deluxe,None,330,192,325,315,7,0.82,157
2024-11-29 12:30:00,24,207,1,Deluxe,None,323,264,314,315,4,0.84,166
2024-07-22 15:35:00,27,186,3,Deluxe,None,330,243,315,308,3,0.83,153
2024-08-26 10:00:00,20,198,3,Deluxe,None,324,309,298,294,5,0.83,162
2024-07-27 15:35:00,22,169,3,Suite,None,329,287,325,175,6,0.82,139
2024-10-08 16:55:00,24,153,4,Family,None,203,180,185,175,3,0.76,124
2024-09-13 11:40:00,24,220,4,Suite,None,330,273,269,244,6,0.78,162
2024-06-22 07:05:00,21,174,3,Suite,None,330,280,290,250,5,0.87,168
2024-09-06 11:40:00,24,132,3,Family,None,190,183,185,175,3,0.74,149
2024-08-25 10:00:00,24,146,3,Family,Concert,247,237,185,181,3,0.79,135
2024-09-05 11:40:00,16,172,3,Suite,None,316,259,207,254,3,0.72,167
2024-10-16 16:55:00,18,205,4,Suite,None,286,227,201,248,3,0.87,131
2024-05-24 15:35:00,27,151,3,Deluxe,None,269,183,201,194,5,0.88,171
2024-07-27 15:35:00,20,130,3,Suite,None,287,267,187,217,3,0.77,156
2024-07-18 10:45:00,20,196,4,Family,None,263,275,198,215,4,0.72,145
2024-10-16 16:55:00,22,218,2,Deluxe,None,207,300,283,302,4,0.82,160
2024-07-21 15:35:00,21,130,4,Suite,None,276,205,185,203,3,0.75,149
2024-05-06 14:45:00,27,145,3,Suite,None,279,212,191,315,4,0.72,177
2024-08-10 16:05:00,23,142,4,Suite,None,237,241,216,240,3,0.77,135
2024-08-25 10:00:00,24,210,2,Suite,None,328,224,194,219,5,0.84,160
2024-08-06 08:10:00,24,220,2,Deluxe,Vacations,330,267,320,290,5,0.9,140
2024-06-24 07:05:00,21,153,3,Family,None,278,265,257,234,3,0.86,178
2024-06-13 09:20:00,25,142,3,Deluxe,None,292,180,234,300,3,0.75,155
2024-10-16 16:55:00,26,138,4,Suite,None,235,233,247,238,3,0.78,140
2024-07-24 15:35:00,26,220,4,Deluxe,None,330,278,322,315,5,0.75,460
2024-06-13 09:20:00,27,188,3,Family,None,330,198,286,295,6,0.83,133
2024-08-12 10:00:00,25,130,3,Suite,None,276,225,186,216,4,0.79,129
2024-09-13 11:40:00,22,147,5,Suite,None,271,255,242,175,5,0.74,148
2024-09-13 11:40:00,20,184,1,Deluxe,None,330,275,290,272,5,0.85,157
2024-10-25 12:30:00,21,131,4,Suite,Festival,190,246,185,192,6,0.72,156
2024-07-27 15:35:00,23,220,2,Deluxe,None,330,320,301,315,5,0.81,158
2024-06-06 09:20:00,21,211,2,Deluxe,None,330,286,231,291,5,0.84,143
2024-05-27 14:45:00,23,148,4,Family,None,190,194,193,179,6,0.74,410
2024-11-09 16:55:00,26,220,4,Deluxe,None,330,320,306,315,5,0.85,139
2024-06-23 09:20:00,20,207,1,Deluxe,None,279,320,256,294,4,0.76,149
2024-06-13 09:20:00,21,139,3,Suite,None,261,266,196,204,5,0.72,123
2024-11-01 12:30:00,21,164,2,Suite,None,304,320,291,315,5,0.82,153
2024-08-19 10:00:00,24,220,3,Suite,None,330,258,307,199,5,0.83,153
2024-08-06 08:10:00,19,142,3,Suite,None,264,231,253,226,7,0.72,167
2024-07-26 15:35:00,22,185,4,Family,None,284,185,225,249,6,0.87,171
2024-09-30 11:40:00,28,220,2,Deluxe,None,330,320,325,315,5,0.83,163
2024-07-17 15:35:00,18,164,4,Deluxe,Vacations,306,225,263,228,3,0.72,169
2024-06-15 09:50:00,25,220,2,Family,None,330,304,325,269,5,0.83,162
2024-11-28 12:30:00,27,220,2,Deluxe,None,330,320,325,315,6,0.86,173
2024-08-10 16:05:00,23,220,1,Deluxe,None,330,285,302,195,5,0.82,141
2024-05-03 14:45:00,19,209,2,Deluxe,None,330,317,236,307,5,0.83,148
2024-06-28 07:05:00,20,130,5,Family,None,190,224,185,202,4,0.86,144
2024-11-01 12:30:00,18,133,3,Family,None,194,277,185,270,6,0.77,460
2024-09-02 11:40:00,24,185,4,Suite,None,266,279,325,241,5,0.75,139
2024-06-21 07:05:00,24,138,5,Family,None,248,189,267,220,6,0.89,134
2024-06-23 07:05:00,25,220,1,Deluxe,Concert,330,301,325,314,5,0.83,163
2024-10-25 12:30:00,23,220,2,Deluxe,None,330,320,325,308,5,0.84,153
2024-06-23 07:05:00,24,217,4,Deluxe,None,330,310,295,270,6,0.81,165
2024-06-28 07:05:00,18,130,3,Deluxe,None,308,278,309,266,6,0.73,165
2024-11-15 12:30:00,24,220,2,Deluxe,None,330,320,325,315,3,0.84,182
2024-06-16 09:20:00,21,214,2,Deluxe,None,330,312,265,221,3,0.83,149
2024-09-30 11:40:00,20,211,2,Suite,None,325,278,325,291,5,0.83,158
2024-09-18 10:00:00,21,149,3,Suite,None,289,273,194,259,3,0.75,149
2024-06-20 07:05:00,19,205,2,Suite,None,330,314,290,315,5,0.83,159
2024-10-16 16:55:00,27,220,2,Deluxe,None,330,180,325,295,5,0.88,133
2024-10-18 16:55:00,22,147,3,Deluxe,None,277,180,219,194,4,0.79,149
2024-08-14 08:10:00,24,147,4,Suite,None,279,234,231,175,4,0.76,171
2024-06-12 09:20:00,22,176,4,Deluxe,None,330,320,315,315,5,0.81,166
2024-10-17 16:55:00,21,130,3,Deluxe,None,190,276,208,188,6,0.72,149
2024-11-09 16:55:00,20,175,3,Suite,None,268,227,300,225,5,0.76,141
2024-06-23 09:20:00,26,219,3,Suite,None,330,277,262,315,7,0.85,175
2024-05-31 14:45:00,20,160,4,Suite,Festival,293,292,229,222,6,0.72,133
2024-07-16 10:00:00,20,163,2,Family,None,220,205,289,175,5,0.82,161
2024-08-25 10:00:00,27,136,3,Family,Concert,249,229,298,175,5,0.72,157
2024-10-11 16:55:00,25,143,3,Suite,None,277,239,242,225,3,0.79,157
2024-06-23 09:20:00,23,200,2,Deluxe,None,330,317,284,315,5,0.84,149
2024-08-08 08:10:00,21,202,2,Deluxe,None,330,304,283,312,5,0.84,136
2024-11-01 12:30:00,24,208,2,Family,None,330,313,320,315,5,0.82,135
2024-10-16 16:55:00,24,140,3,Deluxe,None,252,274,220,204,4,0.79,138
2024-05-04 14:45:00,25,157,3,Suite,None,284,245,273,213,3,0.9,124
2024-09-02 11:40:00,26,212,4,Deluxe,None,330,310,290,282,4,0.83,163
2024-08-23 10:00:00,23,161,3,Suite,None,294,262,292,315,5,0.72,133
2024-10-15 16:55:00,25,176,4,Family,None,268,263,261,193,3,0.76,126
2024-07-22 15:35:00,20,169,4,Deluxe,None,263,217,217,300,3,0.85,169
2024-06-21 07:05:00,24,150,5,Deluxe,None,323,230,185,200,5,0.84,144
2024-06-16 09:20:00,26,185,4,Deluxe,None,330,255,200,230,6,0.83,151
2024-08-21 10:00:00,22,130,3,Family,None,275,205,213,175,4,0.84,120
2024-08-11 08:10:00,23,142,3,Deluxe,None,263,210,228,175,6,0.83,145
2024-07-26 15:35:00,23,156,3,Suite,None,278,256,210,200,6,0.73,160
2024-08-22 11:40:00,21,162,5,Suite,None,213,246,213,257,6,0.72,460
2024-08-11 08:10:00,20,214,3,Suite,None,293,221,212,201,6,0.89,179
2024-05-06 14:45:00,24,172,3,Suite,None,240,219,242,179,3,0.92,121
2024-05-02 14:45:00,24,130,3,Suite,None,297,263,185,175,3,0.76,124
2024-07-17 15:35:00,24,197,2,Suite,None,330,294,287,279,5,0.84,163
2024-06-12 09:20:00,20,179,1,Suite,None,330,316,281,296,5,0.85,121
2024-11-01 12:30:00,22,201,2,Deluxe,None,330,320,325,291,5,0.82,168
2024-11-15 12:30:00,22,142,2,Suite,None,301,317,186,253,6,0.76,162
2024-07-27 15:35:00,23,133,3,Family,None,257,180,222,175,3,0.72,120
2024-10-20 16:55:00,21,155,4,Deluxe,None,254,259,201,224,3,0.72,169
2024-08-27 17:55:00,27,160,4,Family,None,300,226,188,218,5,0.72,144
2024-05-24 15:35:00,27,189,3,Suite,None,264,197,249,245,3,0.78,163
2024-06-10 07:05:00,25,209,2,Deluxe,Concert,330,275,324,312,5,0.85,168
2024-06-23 07:05:00,23,213,2,Deluxe,None,314,313,320,181,6,0.82,160
2024-09-02 08:20:00,26,220,1,Deluxe,None,330,284,324,315,5,0.84,181
2024-11-09 16:55:00,22,150,3,Suite,None,301,267,192,229,3,0.86,145
2024-05-12 14:30:00,21,174,3,Family,None,231,192,215,284,3,0.84,127
2024-10-30 12:30:00,19,213,2,Deluxe,None,330,301,307,306,5,0.84,167
2024-11-05 09:10:00,20,187,2,Suite,None,327,250,265,276,5,0.72,167
2024-10-11 16:55:00,18,150,4,Suite,None,248,194,202,209,3,0.75,460
2024-07-24 15:35:00,19,142,5,Suite,None,237,239,280,201,6,0.73,151
2024-09-29 07:05:00,24,181,2,Deluxe,None,321,320,280,266,4,0.81,139
2024-10-06 16:55:00,21,130,2,Suite,Concert,190,180,214,175,5,0.72,120
2024-08-08 08:10:00,24,130,3,Family,None,206,196,185,181,6,0.79,120
2024-10-16 16:55:00,20,156,4,Suite,None,273,261,297,222,3,0.72,140
2024-11-26 12:30:00,23,185,2,Suite,None,330,283,310,309,3,0.89,131
2024-07-18 10:45:00,23,192,2,Suite,None,330,235,222,262,4,0.85,132
2024-08-21 10:00:00,18,182,5,Deluxe,None,242,274,264,315,5,0.83,125
2024-08-24 10:00:00,19,180,3,Deluxe,None,276,194,303,190,6,0.79,154
2024-06-15 09:50:00,26,138,5,Family,None,190,182,201,175,6,0.72,138
2024-06-07 09:20:00,22,182,2,Deluxe,None,272,239,290,228,5,0.72,135
2024-11-01 12:30:00,24,130,3,Suite,Concert,190,224,185,175,4,0.75,128
2024-05-06 14:45:00,24,130,4,Suite,None,267,245,208,235,5,0.72,161
2024-06-13 09:20:00,27,187,3,Deluxe,None,295,225,185,176,7,0.77,147
2024-05-03 14:45:00,25,220,1,Deluxe,None,323,320,324,315,3,0.82,160
2024-08-22 11:40:00,23,220,4,Deluxe,Concert,330,233,250,315,5,0.84,153
2024-06-28 07:05:00,21,205,3,Deluxe,None,274,304,185,214,3,0.86,156
2024-06-24 07:05:00,25,171,3,Family,None,249,229,249,175,6,0.83,156
2024-10-18 16:55:00,21,130,3,Family,None,206,192,221,215,4,0.73,148
2024-08-27 17:55:00,21,220,1,Deluxe,None,330,320,321,315,5,0.84,127
2024-10-18 16:55:00,21,169,4,Suite,None,287,231,212,224,6,0.83,158
2024-07-27 15:35:00,20,156,3,Family,None,190,190,185,175,3,0.85,147
2024-09-29 07:05:00,22,141,5,Family,Festival,217,217,239,175,7,0.79,138
2024-07-14 15:35:00,24,220,3,Deluxe,None,330,320,314,315,5,0.82,156
2024-06-15 09:50:00,24,135,3,Family,None,264,237,185,175,3,0.74,151
2024-09-06 11:40:00,17,148,5,Deluxe,None,258,294,193,295,6,0.72,434
2024-07-19 15:35:00,23,196,5,Suite,None,328,291,285,273,5,0.83,120
2024-07-18 10:45:00,23,207,2,Deluxe,None,273,191,283,297,5,0.86,130
2024-10-16 16:55:00,21,203,5,Deluxe,None,330,267,298,314,5,0.81,152
2024-08-09 08:10:00,26,175,2,Suite,Concert,295,240,246,205,5,0.84,137
2024-10-12 16:55:00,23,130,3,Family,None,240,234,185,175,3,0.72,130
2024-09-05 11:40:00,22,193,4,Suite,Concert,330,320,303,233,5,0.81,173
2024-06-30 09:20:00,22,130,4,Family,None,255,216,218,175,4,0.77,126
2024-09-06 11:40:00,18,130,3,Family,None,207,224,185,175,3,0.72,134
2024-10-08 16:55:00,20,220,2,Suite,None,322,268,315,276,5,0.86,145
2024-08-08 08:10:00,19,163,2,Suite,None,251,320,212,315,5,0.83,133
2024-10-20 16:55:00,25,196,2,Deluxe,None,330,301,325,310,5,0.82,178
2024-05-24 15:35:00,24,205,3,Family,None,330,285,224,175,6,0.79,146
2024-10-16 16:55:00,24,170,3,Family,None,301,214,277,212,3,0.74,120
2024-09-04 11:40:00,23,177,3,Deluxe,None,262,318,257,220,5,0.83,154
2024-05-29 14:45:00,25,220,2,Deluxe,None,329,273,325,310,5,0.84,163
2024-11-28 12:30:00,22,220,1,Suite,None,330,273,267,291,5,0.88,146
2024-05-06 14:45:00,27,220,1,Deluxe,None,330,318,325,283,4,0.81,126
2024-09-06 11:40:00,21,130,4,Suite,None,247,189,185,175,4,0.72,155
2024-10-06 16:55:00,25,186,3,Suite,None,294,227,271,293,5,0.83,149
2024-09-30 11:40:00,25,153,4,Deluxe,None,291,204,195,211,5,0.82,147
2024-10-18 16:55:00,18,136,2,Deluxe,None,190,261,200,175,4,0.72,175
2024-08-11 08:10:00,19,130,3,Suite,None,262,257,194,200,3,0.72,129
2024-06-06 09:20:00,21,130,5,Family,None,212,200,185,175,4,0.72,153
2024-09-02 08:20:00,23,130,4,Family,None,266,182,264,175,3,0.72,120
2024-08-01 08:10:00,25,200,2,Deluxe,None,330,298,325,315,5,0.84,162
2024-06-24 07:05:00,18,188,3,Family,None,291,211,271,255,3,0.83,460
2024-08-09 08:10:00,22,130,3,Family,None,190,245,185,185,6,0.75,163
2024-07-19 15:35:00,20,194,2,Suite,None,264,266,276,184,5,0.82,162
2024-07-27 15:35:00,23,201,4,Family,None,281,257,305,175,5,0.83,138
2024-08-23 10:00:00,25,220,1,Deluxe,None,330,284,305,270,7,0.87,171
2024-08-09 08:10:00,26,169,4,Suite,None,241,290,264,265,5,0.88,151
2024-06-13 09:20:00,22,150,3,Suite,Concert,277,234,239,199,4,0.74,132
2024-08-15 10:00:00,23,175,3,Suite,None,296,216,250,219,3,0.78,146
2024-10-12 16:55:00,20,220,1,Deluxe,None,330,320,325,307,5,0.83,162
2024-09-02 08:20:00,20,215,4,Deluxe,None,330,213,214,233,4,0.76,144
2024-05-06 14:45:00,26,214,1,Deluxe,None,330,320,325,315,5,0.83,183
2024-08-08 08:10:00,25,130,4,Family,None,330,180,200,175,5,0.76,151
2024-05-06 14:45:00,27,207,2,Suite,None,330,320,325,315,5,0.84,156
2024-06-23 07:05:00,20,220,2,Deluxe,None,330,302,307,294,5,0.74,146
2024-09-18 10:00:00,24,187,4,Family,None,296,193,303,190,5,0.83,157
2024-11-27 12:30:00,21,187,3,Deluxe,None,318,220,325,237,4,0.79,174
2024-06-21 11:25:00,22,220,2,Suite,Vacations,330,320,185,315,3,0.83,168
2024-08-11 08:10:00,28,220,2,Deluxe,None,311,316,281,285,5,0.84,460
2024-08-14 08:10:00,22,218,1,Suite,None,330,302,325,273,6,0.89,165
2024-06-06 09:20:00,24,220,2,Suite,None,330,320,325,315,5,0.83,160
2024-05-29 14:45:00,22,130,3,Family,None,251,234,185,189,3,0.76,139
2024-05-24 15:35:00,28,130,5,Family,None,260,188,185,196,3,0.74,135
2024-06-06 09:20:00,21,130,3,Family,None,268,235,196,231,6,0.87,148
2024-11-28 12:30:00,20,147,5,Family,None,190,180,262,175,3,0.81,174
2024-08-03 08:10:00,25,215,2,Suite,None,330,320,325,315,5,0.82,127
2024-05-02 14:45:00,20,210,3,Deluxe,None,251,223,266,189,5,0.74,133
2024-05-31 14:45:00,22,138,4,Suite,None,246,213,185,175,6,0.83,144
2024-06-05 09:20:00,20,220,3,Family,None,294,280,210,294,3,0.85,141
2024-09-30 11:40:00,20,146,3,Deluxe,None,330,182,246,197,6,0.72,140
2024-07-26 15:35:00,19,220,4,Suite,None,297,257,274,315,6,0.83,153
2024-08-05 08:10:00,20,162,4,Family,None,267,229,221,213,3,0.72,449
2024-11-05 09:10:00,19,165,4,Suite,None,292,218,232,197,6,0.84,151
2024-07-27 15:35:00,21,175,3,Suite,None,309,229,325,217,4,0.72,157
2024-05-09 14:15:00,19,130,3,Suite,None,199,242,204,206,5,0.76,137
2024-10-16 16:55:00,19,163,4,Deluxe,None,238,320,200,221,3,0.83,176
2024-07-22 15:35:00,23,136,3,Suite,None,235,276,185,208,6,0.83,139
2024-06-21 11:25:00,24,130,4,Suite,None,304,278,300,175,3,0.73,126
2024-10-17 16:55:00,27,156,4,Family,None,292,226,270,190,7,0.76,149
2024-08-11 08:10:00,19,145,3,Suite,None,281,320,235,217,3,0.75,120
2024-11-05 09:10:00,26,213,2,Deluxe,None,330,320,273,315,4,0.84,180
2024-05-24 15:35:00,23,130,4,Family,None,244,291,185,175,4,0.85,132
2024-08-25 10:00:00,24,130,3,Suite,None,280,229,213,186,3,0.72,120
2024-08-25 10:00:00,20,177,1,Suite,None,324,203,293,281,5,0.83,120
2024-10-16 16:55:00,21,220,3,Deluxe,None,330,313,302,313,3,0.84,161
2024-08-25 10:00:00,22,130,4,Deluxe,None,224,187,211,197,7,0.92,185
2024-08-25 10:00:00,27,220,2,Family,None,330,320,289,302,4,0.72,128
2024-11-29 12:30:00,23,172,3,Deluxe,Concert,284,252,185,260,3,0.77,167
2024-08-11 08:10:00,23,173,3,Suite,None,321,212,278,175,3,0.76,127
2024-09-02 08:20:00,23,141,4,Family,None,330,264,228,249,3,0.76,136
2024-06-22 07:05:00,28,208,4,Deluxe,None,262,180,221,198,3,0.89,129
2024-06-15 09:50:00,18,130,4,Family,None,190,260,185,175,4,0.72,152
2024-07-27 15:35:00,19,151,3,Suite,None,324,220,199,271,3,0.89,157
2024-08-14 08:10:00,21,195,2,Deluxe,None,330,320,304,315,5,0.83,124
2024-08-26 10:00:00,24,220,1,Deluxe,Concert,265,318,294,221,5,0.84,180
2024-06-16 09:20:00,19,193,3,Deluxe,None,328,320,321,315,5,0.84,138
